folder	file_name	genus	species	data_source	country	specimen_id
2018 November	DSC_0321-MAP1.JPG	Limatulichthys	griseus	field	Peru	CV1-200
2018 November	DSC_0322-CV2-TRAMPA.JPG	Aequidens	tetramerus	field	Peru	CV2-498
2018 November	DSC_0322-KATP3.JPG	Corydoras	atropersonatus	field	Peru	CV2-488
2018 November	DSC_0322-MAP1.JPG	Limatulichthys	griseus	field	Peru	CV1-201
2018 November	DSC_0323-MAP1.JPG	Moenkhausia	oligolepis	field	Peru	CV1-202
2018 November	DSC_0324-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-203
2018 November	DSC_0326-MAP1.JPG	Corydoras	pastazensis	field	Peru	CV1-205
2018 November	DSC_0325-MAP1.JPG	Corydoras	pastazensis	field	Peru	CV1-204
2018 November	DSC_0328-MAP1.JPG	Corydoras	atropersonatus	field	Peru	CV1-207
2018 November	DSC_0329-MAP1.JPG	Corydoras	atropersonatus	field	Peru	CV1-208
2018 November	DSC_0331-MAP1.JPG	Pimelodella	cf. hasemani	field	Peru	CV1-210
2018 November	DSC_0332-MAP1.JPG	Pimelodella	cf. hasemani	field	Peru	CV1-211
2018 November	DSC_0333-MAP1.JPG	Knodus	caquetae	field	Peru	CV1-212
2018 November	DSC_0334-MAP1.JPG	Moenkhausia	collettii	field	Peru	CV1-213
2018 November	DSC_0335-MAP1.JPG	Characidium	sp. 1	field	Peru	CV1-214
2018 November	DSC_0336-MAP1.JPG	Characidium	sp. 1	field	Peru	CV1-215
2018 November	DSC_0337-MAP1.JPG	Imparfinis	cf. stictonotus	field	Peru	CV1-216
2018 November	DSC_0338-MAP1.JPG	Imparfinis	cf. stictonotus	field	Peru	CV1-217
2018 November	DSC_0342-MAP1.JPG	Pimelodella	sp. 1	field	Peru	CV1-221
2018 November	DSC_0339-MAP1.JPG	Imparfinis	cf. stictonotus	field	Peru	CV1-218
2018 November	DSC_0340-MAP1.JPG	Imparfinis	cf. stictonotus	field	Peru	CV1-219
2018 November	DSC_0343-MAP1.JPG	Corydoras	atropersonatus	field	Peru	CV1-222
2018 November	DSC_0345-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-224
2018 November	DSC_0344-MAP1.JPG	Hyphessobrycon	rosaceus	field	Peru	CV1-223
2018 November	DSC_0346-MAP1.JPG	Knodus	caquetae	field	Peru	CV1-225
2018 November	DSC_0348-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-227
2018 November	DSC_0350-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-229
2018 November	DSC_0351-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-230
2018 November	DSC_0353-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-232
2018 November	DSC_0354-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-233
2018 November	DSC_0355-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-234
2018 November	DSC_0356-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-235
2018 November	DSC_0357-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-236
2018 November	DSC_0358-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-237
2018 November	DSC_0359-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-238
2018 November	DSC_0360-MAP1.JPG	Creagrutus	beni	field	Peru	CV1-239
2018 November	DSC_0361-MAP1.JPG	Pimelodella	sp. 1	field	Peru	CV1-240
2018 November	DSC_0364-MAP1.JPG	Knodus	caquetae	field	Peru	CV1-243
2018 November	DSC_0365-MAP1.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-244
2018 November	DSC_0366-MAP1.JPG	Limatulichthys	griseus	field	Peru	CV1-245
2018 November	DSC_0370-MAP1.JPG	Pekoltia	sp. 1	field	Peru	CV1-248
2018 November	DSC_0370-MAP1.JPG	Pekoltia	sp. 1	field	Peru	CV1-248
2018 November	DSC_0441-HET1.JPG	Bujurquina	moriorum	field	Peru	CV1-050
2018 November	DSC_0442-HET1.JPG	Corydoras	aeneus	field	Peru	CV1-051
2018 November	DSC_0444-HET1.JPG	Moenkhausia	comma	field	Peru	CV1-053
2018 November	DSC_0446-HET1.JPG	Tatia	dunni	field	Peru	CV1-054
2018 November	DSC_0446-HET1.JPG	Tatia	dunni	field	Peru	CV1-054
2018 November	DSC_0447-HET1.JPG	Charax	tectifer	field	Peru	CV1-055
2018 November	DSC_0448-HET2.JPG	Bujurquina	moriorum	field	Peru	CV1-056
2018 November	DSC_0449-HET2.JPG	Astyanax	cf. lacustris	field	Peru	CV1-057
2018 November	DSC_0450-HET2.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-058
2018 November	DSC_0452-HET2.JPG	Hoplias	malabaricus	field	Peru	CV1-061
2018 November	DSC_0454-HET2.JPG	Bunocephalus	coracoideus	field	Peru	CV1-063
2018 November	DSC_0455-HET2.JPG	Knodus	caquetae	field	Peru	CV1-064
2018 November	DSC_0468-HET3.JPG	Gasteropelecus	sternicla	field	Peru	CV1-066
2018 November	DSC_0469-HET3.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-067
2018 November	DSC_0471-HET3.JPG	Gasteropelecus	sternicla	field	Peru	CV1-069
2018 November	DSC_0470-HET3.JPG	Carnegiella	strigata	field	Peru	CV1-068
2018 November	DSC_0473-HET3.JPG	Hyphessobrycon	loretoensis	field	Peru	CV1-071
2018 November	DSC_0472-HET3.JPG	Gasteropelecus	sternicla	field	Peru	CV1-070
2018 November	DSC_0475-HET3.JPG	Charax	tectifer	field	Peru	CV1-073
2018 November	DSC_0476-HET3.JPG	Charax	tectifer	field	Peru	CV1-074
2018 November	DSC_0477-HET3.JPG	Charax	tectifer	field	Peru	CV1-075
2018 November	DSC_0478-HET3.JPG	Bunocephalus	coracoideus	field	Peru	CV1-076
2018 November	DSC_0480-HET3.JPG	Carnegiella	strigata	field	Peru	CV1-078
2018 November	DSC_0481-HET3.JPG	Synbranchus	marmoratus	field	Peru	CV1-079
2018 November	DSC_0482-HET4.JPG	Bujurquina	moriorum	field	Peru	CV1-080
2018 November	DSC_0485-HET4.JPG	Bujurquina	moriorum	field	Peru	CV1-083
2018 November	DSC_0488-HET4.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-086
2018 November	DSC_0489-HET4.JPG	Hyphessobrycon	cf. margitae	field	Peru	CV1-087
2018 November	DSC_0493-HET5.JPG	Bujurquina	moriorum	field	Peru	CV1-091
2018 November	DSC_0492-HET5.JPG	Bujurquina	moriorum	field	Peru	CV1-090
2018 November	DSC_0494-HET5.JPG	Moenkhausia	comma	field	Peru	CV1-092
2018 November	DSC_0495-HET5.JPG	Moenkhausia	comma	field	Peru	CV1-093
2018 November	DSC_0497-HET5.JPG	Tatia	dunni	field	Peru	CV1-094
2018 November	DSC_0497-HET5.JPG	Tatia	dunni	field	Peru	CV1-094
2018 November	DSC_0498-HET5.JPG	Trachelyopterus	galeatus	field	Peru	CV1-095
2018 November	DSC_0500-HET5.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-097
2018 November	DSC_0502-HET5.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-099
2018 November	DSC_0499-HET5.JPG	Tatia	sp. 1	field	Peru	CV1-096
2018 November	DSC_0503-HET5.JPG	Corydoras	aeneus	field	Peru	CV1-100
2018 November	DSC_0505-HET5.JPG	Knodus	caquetae	field	Peru	CV1-102
2018 November	DSC_0506-HET5.JPG	Knodus	caquetae	field	Peru	CV1-103
2018 November	DSC_0507-HET5.JPG	Knodus	caquetae	field	Peru	CV1-104
2018 November	DSC_0504-HET5.JPG	Corydoras	aeneus	field	Peru	CV1-101
2018 November	DSC_0508-HET5.JPG	Brachyhypopomus	brevirostris	field	Peru	CV1-105
2018 November	DSC_0511-HET5.JPG	Pimelodella	sp. 2	field	Peru	CV1-108
2018 November	DSC_0510-HET5.JPG	Farlowella 	platorynchus	field	Peru	CV1-107
2018 November	DSC_0512-HET6.JPG	Moenkhausia	comma	field	Peru	CV1-109
2019 November	DSC_0164.JPG	Moenkhausia	sp. 1	field	Peru	T1-CV1QCH-01
2019 November	DSC_0165.JPG	Moenkhausia	sp. 1	field	Peru	T1-CV1QCH-01
2019 November	DSC_0166.JPG	Laetacara	flavilabris	field	Peru	T1-CV1QCH-02
2019 November	DSC_0167.JPG	Laetacara	flavilabris	field	Peru	T1-CV1QCH-02
2019 November	DSC_0169.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-03
2019 November	DSC_0168.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-03
2019 November	DSC_0170.JPG	Laetacara	flavilabris	field	Peru	T1-CV1QCH-04
2019 November	DSC_0171.JPG	Laetacara	flavilabris	field	Peru	T1-CV1QCH-04
2019 November	DSC_0172.JPG	Moenkhausia	sp. 1	field	Peru	T1-CV1QCH-05
2019 November	DSC_0173.JPG	Moenkhausia	sp. 1	field	Peru	T1-CV1QCH-05
2019 November	DSC_0185.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-06
2019 November	DSC_0184.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-06
2019 November	DSC_0186.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-07
2019 November	DSC_0187.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-07
2019 November	DSC_0188.JPG	Bujurquina	moriorum	field	Peru	T1-CV1QCH-08
2019 November	DSC_0189.JPG	Bujurquina	moriorum	field	Peru	T1-CV1QCH-08
2019 November	DSC_0191.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-09
2019 November	DSC_0190.JPG	Corydoras	aeneus	field	Peru	T1-CV1QCH-09
2019 November	DSC_0192.JPG	Pyrrhulina	cf. eleanorae	field	Peru	T1-CV1QCH-10
2019 November	DSC_0193.JPG	Pyrrhulina	cf. eleanorae	field	Peru	T1-CV1QCH-10
2019 November	DSC_0195.JPG	Synbranchus	marmoratus	field	Peru	T1-CV1QCH-11
2019 November	DSC_0194.JPG	Synbranchus	marmoratus	field	Peru	T1-CV1QCH-11
2019 November	DSC_0196.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-01
2019 November	DSC_0197.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-01
2019 November	DSC_0199.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-02
2019 November	DSC_0198.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-02
2019 November	DSC_0200.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-03
2019 November	DSC_0201.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-03
2019 November	DSC_0203.JPG	Erythrinus	erythrinus	field	Peru	T2-CV1QCH-04
2019 November	DSC_0202.JPG	Erythrinus	erythrinus	field	Peru	T2-CV1QCH-04
2019 November	DSC_0204.JPG	Hoplias	malabaricus	field	Peru	T2-CV1QCH-05
2019 November	DSC_0205.JPG	Hoplias	malabaricus	field	Peru	T2-CV1QCH-05
2019 November	DSC_0208.JPG	Pyrrhulina	cf. brevis	field	Peru	T2-CV1QCH-07
2019 November	DSC_0206.JPG	Laetacara	flavilabris	field	Peru	T2-CV1QCH-06
2019 November	DSC_0207.JPG	Laetacara	flavilabris	field	Peru	T2-CV1QCH-06
2019 November	DSC_0209.JPG	Pyrrhulina	cf. brevis	field	Peru	T2-CV1QCH-07
2019 November	DSC_0212.JPG	Laetacara	flavilabris	field	Peru	T2-CV1QCH-09
2019 November	DSC_0211.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-08
2019 November	DSC_0210.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-08
2019 November	DSC_0213.JPG	Laetacara	flavilabris	field	Peru	T2-CV1QCH-09
2019 November	DSC_0214.JPG	Pyrrhulina	cf. brevis	field	Peru	T2-CV1QCH-10
2019 November	DSC_0215.JPG	Pyrrhulina	cf. brevis	field	Peru	T2-CV1QCH-10
2019 November	DSC_0216.JPG	Anablepsoides 	sp. 1	field	Peru	T2-CV1QCH-11
2019 November	DSC_0217.JPG	Anablepsoides 	sp. 1	field	Peru	T2-CV1QCH-11
2019 November	DSC_0219.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-12
2019 November	DSC_0220.JPG	Tyttocharax	sp. 1	field	Peru	T2-CV1QCH-13
2019 November	DSC_0218.JPG	Moenkhausia	sp. 1	field	Peru	T2-CV1QCH-12
2019 November	DSC_0222.JPG	Brachihypopomus	brevirostris	field	Peru	T2-CV1QCH-14
2019 November	DSC_0221.JPG	Tyttocharax	sp. 1	field	Peru	T2-CV1QCH-13
2019 November	DSC_0223.JPG	Brachihypopomus	brevirostris	field	Peru	T2-CV1QCH-14
2019 November	DSC_0224.JPG	Pyrrhulina	cf. brevis	field	Peru	T2-CV1QCH-15
2019 November	DSC_0225.JPG	Pyrrhulina	cf. brevis	field	Peru	T2-CV1QCH-15
2019 November	DSC_0226.JPG	Apistogramma	sp. nov	field	Peru	T3-CV1QCH-01
2019 November	DSC_0227.JPG	Apistogramma	sp. nov	field	Peru	T3-CV1QCH-01
2019 November	DSC_0228.JPG	Hemigrammus	sp. 2	field	Peru	T3-CV1QCH-02
2019 November	DSC_0229.JPG	Hemigrammus	sp. 2	field	Peru	T3-CV1QCH-02
2019 November	DSC_0230.JPG	Bujurquina	moriorum	field	Peru	T3-CV1QCH-03
2019 November	DSC_0232.JPG	Laetacara	flavilabris	field	Peru	T3-CV1QCH-04
2019 November	DSC_0231.JPG	Bujurquina	moriorum	field	Peru	T3-CV1QCH-03
2019 November	DSC_0233.JPG	Laetacara	flavilabris	field	Peru	T3-CV1QCH-04
2019 November	DSC_0234.JPG	Pyrrhulina	cf. brevis	field	Peru	T3-CV1QCH-05
2019 November	DSC_0235.JPG	Pyrrhulina	cf. brevis	field	Peru	T3-CV1QCH-05
2019 November	DSC_0236.JPG	Pyrrhulina	cf. brevis	field	Peru	T3-CV1QCH-06
2019 November	DSC_0238.JPG	Corydoras	aeneus	field	Peru	T3-CV1QCH-07
2019 November	DSC_0237.JPG	Pyrrhulina	cf. brevis	field	Peru	T3-CV1QCH-06
2019 November	DSC_0240.JPG	Corydoras	aeneus	field	Peru	T3-CV1QCH-08
2019 November	DSC_0239.JPG	Corydoras	aeneus	field	Peru	T3-CV1QCH-07
2019 November	DSC_0241.JPG	Corydoras	aeneus	field	Peru	T3-CV1QCH-08
2019 November	DSC_0242.JPG	Corydoras	aeneus	field	Peru	T3-CV1QCH-09
2019 November	DSC_0244.JPG	Moenkhausia	sp. 1	field	Peru	T4-CV1QCH-01
2019 November	DSC_0245.JPG	Moenkhausia	sp. 1	field	Peru	T4-CV1QCH-01
2019 November	DSC_0243.JPG	Corydoras	aeneus	field	Peru	T3-CV1QCH-09
2019 November	DSC_0246.JPG	Brachihypopomus	beebei	field	Peru	T4-CV1QCH-02
2019 November	DSC_0247.JPG	Brachihypopomus	beebei	field	Peru	T4-CV1QCH-02
2019 November	DSC_0248.JPG	Brachihypopomus	beebei	field	Peru	T4-CV1QCH-03
2019 November	DSC_0251.JPG	Pyrrhulina	cf. brevis	field	Peru	T4-CV1QCH-04
2019 November	DSC_0250.JPG	Pyrrhulina	cf. brevis	field	Peru	T4-CV1QCH-04
2019 November	DSC_0249.JPG	Brachihypopomus	beebei	field	Peru	T4-CV1QCH-03
2019 November	DSC_0252.JPG	Erythrinus	erythrinus	field	Peru	T4-CV1QCH-05
2019 November	DSC_0253.JPG	Erythrinus	erythrinus	field	Peru	T4-CV1QCH-05
2019 November	DSC_0255.JPG	Erythrinus	erythrinus	field	Peru	T4-CV1QCH-06
2019 November	DSC_0254.JPG	Erythrinus	erythrinus	field	Peru	T4-CV1QCH-06
2019 November	DSC_0256.JPG	Synbranchus	marmoratus	field	Peru	T4-CV1QCH-07
2019 November	DSC_0257.JPG	Synbranchus	marmoratus	field	Peru	T4-CV1QCH-07
2019 November	DSC_0258.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-01
2019 November	DSC_0259.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-01
2019 November	DSC_0260.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-02
2019 November	DSC_0261.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-02
2019 November	DSC_0262.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-03
2019 November	DSC_0263.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-03
2019 November	DSC_0264.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-04
2019 November	DSC_0265.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-04
2019 November	DSC_0266.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-05
2019 November	DSC_0267.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-05
2019 November	DSC_0269.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-06
2019 November	DSC_0268.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QCH-06
2019 November	DSC_0270.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-07
2019 November	DSC_0272.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-08
2019 November	DSC_0271.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-07
2019 November	DSC_0273.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-08
2019 November	DSC_0274.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-09
2019 November	DSC_0275.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-09
2019 November	DSC_0277.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-10
2019 November	DSC_0278.JPG	Gymnotus	javari	field	Peru	T5-CV1QCH-11
2019 November	DSC_0276.JPG	Laetacara	flavilabris	field	Peru	T5-CV1QCH-10
2019 November	DSC_0279.JPG	Gymnotus	javari	field	Peru	T5-CV1QCH-11
2019 November	DSC_0280.JPG	Carnegiella	schereri	field	Peru	T5-CV1QCH-12
2019 November	DSC_0281.JPG	Carnegiella	schereri	field	Peru	T5-CV1QCH-12
2019 November	DSC_0282.JPG	Pyrrhulina	cf. brevis	field	Peru	T5-CV1QCH-13
2019 November	DSC_0284.JPG	Pyrrhulina	cf. brevis	field	Peru	T5-CV1QCH-14
2019 November	DSC_0283.JPG	Pyrrhulina	cf. brevis	field	Peru	T5-CV1QCH-13
2019 November	DSC_0285.JPG	Pyrrhulina	cf. brevis	field	Peru	T5-CV1QCH-14
2019 November	DSC_0286.JPG	Hemigrammus	sp. 2	field	Peru	T5-CV1QCH-15
2019 November	DSC_0288.JPG	Ituglanis	cf. amazonicus	field	Peru	T5-CV1QCH-16
2019 November	DSC_0287.JPG	Hemigrammus	sp. 2	field	Peru	T5-CV1QCH-15
2019 November	DSC_0289.JPG	Ituglanis	cf. amazonicus	field	Peru	T5-CV1QCH-16
2019 November	DSC_0291.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-01
2019 November	DSC_0292.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-02
2019 November	DSC_0290.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-01
2019 November	DSC_0293.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-02
2019 November	DSC_0294.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-03
2019 November	DSC_0295.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-03
2019 November	DSC_0296.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-04
2019 November	DSC_0298.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-05
2019 November	DSC_0299.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-05
2019 November	DSC_0297.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-04
2019 November	DSC_0300.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-06
2019 November	DSC_0301.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-06
2019 November	DSC_0302.JPG	Pyrrhulina	cf. brevis	field	Peru	T6-CV1QCH-07
2019 November	DSC_0303.JPG	Pyrrhulina	cf. brevis	field	Peru	T6-CV1QCH-07
2019 November	DSC_0304.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-08
2019 November	DSC_0305.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-08
2019 November	DSC_0306.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-09
2019 November	DSC_0307.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-09
2019 November	DSC_0308.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-10
2019 November	DSC_0310.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-11
2019 November	DSC_0309.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-10
2019 November	DSC_0312.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-12
2019 November	DSC_0311.JPG	Moenkhausia	sp. 1	field	Peru	T6-CV1QCH-11
2019 November	DSC_0313.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-12
2019 November	DSC_0314.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-13
2019 November	DSC_0315.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-13
2019 November	DSC_0318.JPG	Copeina	guttata	field	Peru	T6-CV1QCH-14
2019 November	DSC_0319.JPG	Copeina	guttata	field	Peru	T6-CV1QCH-14
2019 November	DSC_0320.JPG	Copeina	guttata	field	Peru	T6-CV1QCH-15
2019 November	DSC_0322.JPG	Copeina	guttata	field	Peru	T6-CV1QCH-16
2019 November	DSC_0321.JPG	Copeina	guttata	field	Peru	T6-CV1QCH-15
2019 November	DSC_0323.JPG	Copeina	guttata	field	Peru	T6-CV1QCH-16
2019 November	DSC_0324.JPG	Pyrrhulina	cf. brevis	field	Peru	T6-CV1QCH-17
2019 November	DSC_0325.JPG	Pyrrhulina	cf. brevis	field	Peru	T6-CV1QCH-17
2019 November	DSC_0327.JPG	Pyrrhulina	cf. brevis	field	Peru	T6-CV1QCH-18
2019 November	DSC_0326.JPG	Pyrrhulina	cf. brevis	field	Peru	T6-CV1QCH-18
2019 November	DSC_0329.JPG	Erythrinus	erythrinus	field	Peru	T6-CV1QCH-19
2019 November	DSC_0328.JPG	Erythrinus	erythrinus	field	Peru	T6-CV1QCH-19
2019 November	DSC_0330.JPG	Apistogramma	sp. nov	field	Peru	T6-CV1QCH-20
2019 November	DSC_0332.JPG	Brachihypopomus	sp. 1	field	Peru	T6-CV1QCH-21
2019 November	DSC_0331.JPG	Apistogramma	sp. nov	field	Peru	T6-CV1QCH-20
2019 November	DSC_0333.JPG	Brachihypopomus	sp. 1	field	Peru	T6-CV1QCH-21
2019 November	DSC_0334.JPG	Nemuroglanis	sp. 1	field	Peru	T6-CV1QCH-22
2019 November	DSC_0335.JPG	Nemuroglanis	sp. 1	field	Peru	T6-CV1QCH-22
2019 November	DSC_0336.JPG	Erythrinus	erythrinus	field	Peru	T6-CV1QCH-23
2019 November	DSC_0337.JPG	Erythrinus	erythrinus	field	Peru	T6-CV1QCH-23
2019 November	DSC_0338.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-24
2019 November	DSC_0339.JPG	Hemigrammus	sp. 2	field	Peru	T6-CV1QCH-24
2019 November	DSC_0340.JPG	Ituglanis	cf. amazonicus	field	Peru	T6-CV1QCH-25
2019 November	DSC_0341.JPG	Ituglanis	cf. amazonicus	field	Peru	T6-CV1QCH-25
2019 November	DSC_0343.JPG	Myloplus	asterias	field	Peru	MACV1-01
2019 November	DSC_0344.JPG	Myloplus	asterias	field	Peru	MACV1-02
2019 November	DSC_0342.JPG	Myloplus	asterias	field	Peru	MACV1-01
2019 November	DSC_0345.JPG	Myloplus	asterias	field	Peru	MACV1-02
2019 November	DSC_0346.JPG	Prochilodus 	nigricans	field	Peru	MACV1-03
2019 November	DSC_0347.JPG	Prochilodus 	nigricans	field	Peru	MACV1-03
2019 November	DSC_0349.JPG	Hoplias	malabaricus	field	Peru	MACV1-04
2019 November	DSC_0348.JPG	Hoplias	malabaricus	field	Peru	MACV1-04
2019 November	DSC_0350.JPG	Hypostomus 	sp. 1	field	Peru	MACV1-05
2019 November	DSC_0351.JPG	Hypostomus 	sp. 1	field	Peru	MACV1-05
2019 November	DSC_0354.JPG	Tetragonopterus	argenteus	field	Peru	MACV1-06
2019 November	DSC_0355.JPG	Tetragonopterus	argenteus	field	Peru	MACV1-06
2019 November	DSC_0356.JPG	Serrasalmus	rhombeus	field	Peru	MACV1-07
2019 November	DSC_0358.JPG	Astyanax	cf. lacustris	field	Peru	T1-CV1QH-01
2019 November	DSC_0357.JPG	Serrasalmus	rhombeus	field	Peru	MACV1-07
2019 November	DSC_0359.JPG	Astyanax	cf. lacustris	field	Peru	T1-CV1QH-01
2019 November	DSC_0360.JPG	Moenkhausia	comma	field	Peru	T1-CV1QH-02
2019 November	DSC_0361.JPG	Moenkhausia	comma	field	Peru	T1-CV1QH-02
2019 November	DSC_0362.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-03
2019 November	DSC_0363.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-03
2019 November	DSC_0364.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-04
2019 November	DSC_0365.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-04
2019 November	DSC_0367.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-05
2019 November	DSC_0366.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-05
2019 November	DSC_0368.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-06
2019 November	DSC_0369.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-06
2019 November	DSC_0370.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-07
2019 November	DSC_0371.JPG	Knodus	sp. 1	field	Peru	T1-CV1QH-07
2019 November	DSC_0372.JPG	Hemigrammus	sp. 1	field	Peru	T1-CV1QH-08
2019 November	DSC_0373.JPG	Hemigrammus	sp. 1	field	Peru	T1-CV1QH-08
2019 November	DSC_0375.JPG	Hemigrammus	sp. 2	field	Peru	T1-CV1QH-09
2019 November	DSC_0374.JPG	Hemigrammus	sp. 2	field	Peru	T1-CV1QH-09
2019 November	DSC_0376.JPG	Tatia	sp. 1	field	Peru	T1-CV1QH-10
2019 November	DSC_0379.JPG	Tatia	sp. 1	field	Peru	T1-CV1QH-10
2019 November	DSC_0377.JPG	Tatia	sp. 1	field	Peru	T1-CV1QH-10
2019 November	DSC_0378.JPG	Tatia	sp. 1	field	Peru	T1-CV1QH-10
2019 November	DSC_0380.JPG	Brachihypopomus	sp. 1	field	Peru	T1-CV1QH-11
2019 November	DSC_0381.JPG	Brachihypopomus	sp. 1	field	Peru	T1-CV1QH-11
2019 November	DSC_0383.JPG	Bunocephalus 	caracoideus	field	Peru	T1-CV1QH-12
2019 November	DSC_0382.JPG	Bunocephalus 	caracoideus	field	Peru	T1-CV1QH-12
2019 November	DSC_0384.JPG	Apistogramma	sp. nov	field	Peru	T1-CV1QH-13
2019 November	DSC_0385.JPG	Apistogramma	sp. nov	field	Peru	T1-CV1QH-13
2019 November	DSC_0387.JPG	Apistogramma	sp. nov	field	Peru	T1-CV1QH-14
2019 November	DSC_0386.JPG	Apistogramma	sp. nov	field	Peru	T1-CV1QH-14
2019 November	DSC_0389.JPG	Hemigrammus	sp. 1	field	Peru	T1-CV1QH-15
2019 November	DSC_0388.JPG	Hemigrammus	sp. 1	field	Peru	T1-CV1QH-15
2019 November	DSC_0390.JPG	Astyanax	cf. anterior	field	Peru	T2-CV1QH-01
